company,year,sector,revenue_cagr_3y,pat_margin,pat_margin_trend,ocf_pat_ratio,debt_equity,roce,roe,wc_days,debtor_days_trend,interest_coverage,pe_vs_peer_median,ev_ebitda_vs_peer,ps_ratio,price_vs_last_pe_round,pb_ratio,ofs_pct,gcp_pct,promoter_post_holding,promoter_pledge_flag,fresh_for_debt_pct,issue_size_cr,governance_score,rpt_intensity,auditor_big4,auditor_qualified,litigation_severity,risk_factor_severity,qib_subscription,hni_subscription,retail_subscription,gmp_pct,news_sentiment,anchor_quality,bull_regime,nifty_180d_ret,listing_gain,alpha_180d,label
IPO_0019,2018,Infra,0.3228080479709835,0.046595374391054,0.00763747626242304,0.4571018653086134,0.43796705621817594,0.20762891917182108,0.02978629707364759,117.06069283033486,2.827657319149578,3.159399772868286,0.6377985476123863,1.0097107227921458,6.429771005917165,0.5,1.357536578824325,0.15161542031750647,0.1083520243185881,0.5166691712243671,0,0.12452961684055829,180.45034515882568,5.711355335580494,0.18493686023686376,1,0,1.2983952465248583,6.9581893369677354,4.69246178281181,0.5922007791048178,7.941763375113834,0.2652563615473281,0.31321263606831,5.158825856544251,0,0.023290971563895785,0.20519132493432007,0.13455115564816925,2
IPO_0020,2019,IT/SaaS,-0.157766593592857,0.12697699912084998,0.021375279006948838,0.5918512015692456,0.6657518520991297,0.049668260963831534,0.05664041169301037,92.6913406416341,-2.4736197898057606,4.181997931972558,1.4838684638690185,0.6363587626529594,0.6509440263388817,0.5,2.431995258464397,0.1597411693776687,0.14509119470118226,0.49854870714755795,1,0.17506446132244907,1138.55597860117,3.9045073803751853,0.2002736275559773,0,0,1.2367910648738007,6.017169136367078,1.8048040871838964,0.3524771554982743,1.3329644223100785,0.11306119046682342,-0.33560176700090794,7.983978059082682,0,0.07906809471379463,-0.015676367600915453,-0.24333743006465383,0
IPO_0021,2018,New-Age Tech,0.0559942429624658,-0.05969744928487897,0.006891850659154004,1.4001853403486115,1.7378523658823783,0.2777530191740274,0.05451650830672167,95.7515876111926,-7.161823767093782,7.588141620564391,1.5181124891756972,1.293404678484038,1.751965952675452,1.3543647528191336,3.867096450054362,0.5616733215772587,0.27217583556962505,0.704964162852934,0,0.33223360807070673,697.4581553323151,4.314872191322492,0.35024538145603673,0,0,2.4380415564102584,5.004064214070078,0.7878379309802167,0.5409644793004388,2.886062457641043,0.4058274746736407,0.12516627043212875,7.946301962281337,0,0.10196505016275839,0.3314316441898047,-0.20830106928488992,0
IPO_0022,2016,Realty,0.06263754990578313,0.2389854049115904,0.02069377432263373,1.1878033165822393,0.5307640099141081,0.06568673419882506,0.1309710253893186,89.41312578032512,-12.97361189119549,10.742193518572186,1.5770029664875775,0.9456487548979018,0.9107265718160474,1.2813956703908587,2.0149259533241572,0.22221993391093037,0.0466922704661668,0.5220804437455722,0,0.5072577548740621,145.58208980606304,8.030285209201168,0.2820181158958297,1,1,1.375272812697101,7.7562255282100345,1.2878419867756383,4.484489766865185,3.9587816619793954,0.21597752569077477,0.41040430842258313,6.642160347909142,0,0.04182511399943326,0.21752942508494372,0.12475873114768639,2
IPO_0023,2024,IT/SaaS,-0.16805340185792172,0.13821219570451992,0.02241645540733278,1.1301645891161285,1.2248042468063673,0.17832867981506456,0.20146440480818223,66.52998654186314,-8.010245068181494,3.0676574424550487,0.8762431299853946,0.8312844400090099,2.2002661376198125,1.7478859064289247,2.2369069433370883,0.3181268041578668,0.3110082293757938,0.19703099489573622,0,0.21291263474773978,312.5047671419336,8.422691060185063,0.16909620718552376,1,0,1.0322677636149145,2.670203177029376,2.3142322265528503,1.8474453868750484,3.3568553438584914,-0.10696907736147904,0.5897211283102355,6.360561979339248,1,0.14603505974141667,-0.12588515166424702,-0.028891005092035946,1
IPO_0024,2022,Auto,0.0354542333446794,0.07540001258797906,-0.01109053260449627,0.7212394005451043,1.3014155089633392,-0.013938990546456892,0.26551584167047226,42.77013981999309,2.8956739315550233,1.5843911261424155,1.6807130407118853,1.2994633638484008,6.427692408857064,1.4120101413101032,2.44973507674371,0.8216026673436738,0.18985728476345462,0.5351808107965631,0,0.05488854099828672,429.605589703241,8.899834381936962,0.1822128299323666,1,0,5.437636647209283,4.1716674097368855,2.3316476831216613,1.0533633028545997,2.4160723390689682,-0.2,0.36759495185533764,10.0,0,0.10550706455570073,-0.15466620039449627,-0.37817847176664776,0
IPO_0025,2021,IT/SaaS,0.042726582623111076,0.13604372079999158,-0.031162880937414917,1.1366812350864726,0.4560478967957112,-0.05408588506475198,0.17081750887250824,87.99772582467192,9.84187014978131,4.3426511732946365,0.9278879869023695,0.6425136888102847,1.9012167552655932,1.7491189606725261,9.649610952991937,0.06688205514699279,0.22402672900787302,0.6205605952291845,0,0.10878881273957605,4253.014864886594,6.839456658169065,0.2154740362732822,0,0,0.47643761386050837,3.7719485619171325,1.60277030735186,0.7625458886471311,1.1288214051359846,0.6365146808935009,-0.3051800191109102,4.921298055070612,1,-0.007154603378714035,0.44340038004639243,0.3087880969801275,2
IPO_0026,2018,Auto,0.14983430182217544,-0.022785554315824824,0.03586985712029107,0.528219437524676,0.8831609391847628,0.18182912026531148,0.09543204439467903,60.00938553523617,-2.4828119393776085,6.194021963607736,1.4440755946923307,1.4082008855423178,2.6168895615079166,0.6526428382632284,0.9044489983871457,0.6839675301034602,0.02911648851056942,0.6610125780373702,0,0.49044122968989046,1821.5549793852783,5.013641738069283,0.1385029859090851,0,0,1.5915686698609912,5.644563883533796,3.2662101128153704,0.533030738828544,4.316550516038771,0.12428759388067726,-0.16633334320517787,6.482148269966196,0,0.10274091024929075,0.15913810000441797,0.11505648920653083,2
IPO_0027,2023,Financials,0.34694488374903953,0.18460245934021258,0.010133174614245235,0.7201929843271127,0.4516614277957609,0.06909007328050917,-0.06822412436298742,151.0420179198457,14.564348805752116,1.0890951617120312,0.9200893022049961,0.9086650446034558,8.70748253151718,1.3935532577547831,3.6729163027556506,0.5478952784987866,0.045337818050647086,0.41790562528721165,0,0.39347357028411417,634.1368844511703,5.842975776264227,0.16960146995596598,0,0,3.2829051781879572,7.12834351718152,62.55057549731584,0.715478873776377,1.530419850205295,0.02676767615785597,0.046200871529978524,4.822024088252498,1,0.16512850646294538,-0.162155037080221,0.2755776645478355,2
IPO_0028,2019,Industrials,0.14324090232139464,0.06408121796028558,-0.029289717909922432,1.3349022436958726,1.5804485754589188,-0.048916757129727345,0.14705895754173381,135.39820326479486,-3.740003377825815,1.8193013116658376,1.049208026314403,1.5636385776376738,3.920898138041074,0.5953659572253294,2.3349641872771465,0.7118634276098653,0.15576047397214676,0.5095298320791087,0,0.07962006751024792,1437.8004073611012,4.262918547530227,0.1036809437901018,0,0,2.6756110184617126,3.2305605097515233,0.4188416667967696,12.467066753693876,2.290226987329692,0.04619583666689053,0.5696435803050488,3.4251573273442064,0,0.0707308544316669,-0.01893501529133687,-0.009712366829803577,1
IPO_0029,2018,Chemicals,0.02537794195932694,0.07367443879612522,-0.00927638994437422,1.2871388394595322,0.9127207277181242,0.20406095029470755,0.14257701936949915,103.47776095582238,0.09590621696096568,2.122791130242094,0.3,0.9429049687081732,1.4798289626881804,1.6321147606228403,1.8507797835403819,0.4351182671220302,0.6,0.696536089622845,0,0.02568582092792705,116.80899975702265,4.205162015687039,0.25035261930777775,0,0,0.4001994144227567,10.0,12.995619001572381,40.65024134854656,2.6533375679572835,0.5461173846897279,-0.032122894056470286,8.369762129586952,0,-0.07879729144527796,0.5315502274962921,-0.007634672922007146,1
IPO_0030,2018,Auto,0.17145681881797065,0.05066755080276124,0.020437485847396568,0.35904507702459837,0.2117419413081755,0.36200807710507893,0.15829287535389577,92.03101226818436,-6.6366137626980155,3.363425773984806,1.014139053512388,1.3527638666231698,3.086791582515523,0.5,2.3008406949814133,0.8194871269507651,0.3217171886680851,0.5410002067879994,0,0.25533759846845766,510.3485322367818,6.8828940658440905,0.25937298264979164,1,0,2.401928298634655,3.8070386659607776,3.247712245427053,44.60029193931231,5.2382591792767625,0.05747213833779195,0.4675799756179373,5.389589134435065,0,0.030621459646326354,0.06835339219808093,0.08609781286134924,1
IPO_0031,2016,Industrials,0.3373760432162024,0.04354788778035322,-0.0005935366226578597,0.4222367735457121,0.6245147828016312,0.28895602585800617,0.3506240297703333,71.04184270584703,9.926093876542847,2.0443287310538585,1.1909904850532622,1.1718249495091624,1.402085527785276,1.6089860591245277,4.056926820801294,0.20253458026400376,0.5341050445473284,0.320689300905863,0,0.06469246248202187,1340.7646694208481,7.308517324110527,0.03338461295040453,1,0,3.0268261937591334,5.649230250934911,1.963140296926955,7.618887733343518,15.301352233964781,0.3410914020856498,-0.036939779281703944,7.389643939439869,0,0.08065581640171203,0.3168662892895777,-0.09161918315407071,0
IPO_0032,2015,New-Age Tech,0.03360617758276427,0.1455736489302727,-0.005241228386382542,0.9043510764067049,2.051332802504467,0.12426821147343274,0.26405965461930725,18.24943208937892,18.780084912356543,7.662487367037305,0.9654776721862725,1.397560749485795,3.8052649090411763,0.5186003714617325,4.198444738744619,0.6226872993353892,0.20768430433516458,0.7356457014430564,0,0.2525684945011048,1059.3134688658704,9.437560333589364,0.5401594257200699,0,0,1.0315597950891355,5.004835344516656,0.29468387974118404,1.298988585120859,1.0641909930224522,0.09634247099135551,0.3097853472905515,5.507742020355614,0,-0.010599324095362038,0.28912019858977883,-0.034633600844500276,1
IPO_0033,2020,Auto,0.04341376741178271,0.11047254800833783,0.03301763720625933,1.7130661873347548,0.47474150283551064,0.15088453066969457,0.21850609182499858,65.27224995051155,-12.094535687489582,0.9563609434159687,1.9402846306383128,1.143978756859051,4.105272500396651,1.1698833240669226,3.0392484773576665,0.4269544513308775,0.016930492733235006,0.5178833466434133,0,0.04767435737910871,523.5559252388861,6.375359635721006,0.21383728881908307,0,1,0.3819250825339449,5.0830817243894195,8.29220548258041,0.9982812483251104,2.3456785512689504,-0.13370232928577086,-0.13200854554589933,8.493274329063388,1,0.15428154957731194,-0.015403659567099964,0.2342107206697139,2
IPO_0034,2023,Pharma,0.26378234389113353,0.1421398513122432,-0.01594574292767621,-0.1077825822344971,0.785191237731892,0.23877062567839133,0.04379228699284003,79.56300150323655,-0.7692965490775863,0.9784879299550409,0.6268902616036255,0.4346410350627026,0.910530610992565,1.9369566148695494,5.23645524719235,0.017959287409897547,0.08742832279878132,0.7136828165772071,0,0.15960832020376345,864.1029077200966,4.463247783791598,0.24633155811565502,0,0,2.554195380491831,3.5736593280439424,0.5890990183618793,8.45036588792375,0.5043842086122623,0.405321224948165,0.09185598239075336,4.005526663957051,1,0.14107131646028792,0.14679364924127078,-0.07548160096492912,0
IPO_0035,2014,Chemicals,0.14676958264037993,0.08929642484115428,-0.010963067155096675,0.9891664697852521,0.8493389569149336,0.2622128019834907,0.08870052508032567,85.3255413500098,12.11823877640028,3.0026645254972344,0.8963884433032333,1.503517415696853,3.1271421423692716,1.5364279931590503,5.819997295545565,0.2119759823518247,0.0878114177881269,0.34068149562001765,0,0.4667865635077573,1259.0446583626237,6.317119424367451,0.09508677120118063,0,0,0.5872527287966957,6.921583654146137,8.96629623769879,1.8784795443388054,9.790787807034178,0.4557511373744275,-0.18948345639764966,8.327825425675783,1,0.09941406738185185,0.26156311210919564,0.1463171860565332,2
IPO_0036,2023,Auto,0.27712270360642116,0.13105598488617448,0.009227729500965351,0.1619783342134259,0.23947689961459423,0.11564642811743012,0.1305155393071498,96.12913651571218,-9.57556417140481,3.4622285671234887,0.7428073255063659,1.0649268310168372,2.4742600796414616,0.5,4.436321602503707,0.4963197594376489,0.13783991360425799,0.5318519878616373,0,0.5074134872426138,889.4856193256898,6.076311201329898,0.44882265043835595,1,0,3.0450051926365034,3.4629417416363504,26.832049309524358,5.042362987332569,2.3253008903449635,0.010170321389234793,0.5829298572844368,7.78841073931489,1,0.09122080944823935,0.16254145959799463,-0.054657711911249754,0
IPO_0037,2023,Consumer,0.1779529812307055,0.05649210048599693,0.012809098641077645,0.5328345032372273,0.8257744211593671,0.15341777157245742,0.062459287598964644,116.45985890449583,6.533471255768691,1.09507243791527,0.8963003594520378,1.4158064309419254,4.202761956028191,0.9965636931835855,1.9587069366173118,0.7213898602296853,0.26773643002728065,0.6264604035515853,1,0.6138042897545837,2123.888651287709,5.76315248480233,0.27522105956155485,1,0,4.169334368530436,1.8159276486823988,0.712222784943391,49.188358446142075,1.6492530199491309,0.17056073338005934,-0.05845569807664244,2.41072497029014,1,0.10350204620403491,0.282633277702807,-0.3632829846594674,0
IPO_0038,2017,Auto,0.28524954721343504,0.2683785473127639,0.01492686068681463,0.6677857909678793,0.17995146170908657,0.18006148067645364,0.19004645249851182,43.85306677382098,11.771777601660565,2.3488504578843163,1.6141358783233173,1.3760985907475427,5.286083649673005,0.5,3.657079688216496,0.8970293533306393,0.10348951158387636,0.5369282707748518,0,0.5283840270922476,1234.8466976351833,7.015624351212312,0.31567035296114665,0,0,0.5924569931066153,2.980404621990591,13.491133635657153,3.7630991797706455,2.344860846778825,0.20425219674653994,-0.31414393992821665,4.966284148586206,1,0.0897158348102629,0.18514305007630516,-0.1914798692782932,0
IPO_0039,2020,Realty,0.024738282893903868,-0.03543443331443988,0.02322476089137894,0.6397458282815545,0.3327049276018241,0.20538763202788318,0.17569088492157048,44.26159767559449,2.625830514854697,2.82656039500667,1.8151143074471334,0.7906814075954633,3.982698813344151,0.5,3.6675372783030165,0.6043945174986912,0.11780965861770704,0.3725490696518511,0,0.22041442051309018,1497.0330631221607,4.678291206340958,0.17407050927839882,0,0,0.18014892438520638,7.601568114744357,3.423033813069364,82.8289117832544,2.466409654507494,0.29128119391125756,-0.33789509134994333,8.04165728482115,1,1.5876348574785093e-05,0.24811815134298335,-0.26140971314440276,0
IPO_0040,2015,Realty,0.17818730238175987,0.19087498588503876,0.008971572413630337,0.5831020301703957,1.2976804142657605,0.1366923557988733,0.031169220694530764,140.28855058844215,6.402104567521061,2.846333992039582,0.8346433250864761,0.7340818379298812,2.13282057490922,1.4705979056803844,1.6663258949191617,0.4496162823111309,0.394260164850159,0.19197950397347285,0,0.039030478726824316,4981.841038912489,6.696082149238943,0.3886867337123172,0,0,3.7344517355290123,7.250846338057897,0.2689995537753023,0.5014194889323139,1.0705371558731895,0.6728226430851336,0.12437015750025275,9.27465524904125,0,0.019892516014523222,0.25291339015452413,0.08527348512922564,1
IPO_0041,2022,Auto,0.14839649784552647,0.19943259605767766,0.014787678778768184,0.853603530188185,0.7300845221658329,0.13799147549312557,0.25968167090961247,109.69417151369169,16.08721908902086,4.64919150672342,0.8246466057745584,1.3621420405796016,5.735437402819378,1.7361790061360618,1.0600718232032567,0.13055742999440473,0.33702284034443514,0.75,0,0.28196727162021673,2053.921831334321,7.477344898579219,0.15979088429012622,1,0,2.729516766064624,1.3869757706847747,0.7820940900348142,5.318193141210356,7.300699901345222,0.09903242619133505,0.012579555566694378,7.430992637279995,0,0.0550732897270475,0.1933308838585674,0.13907970449259702,2
